"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"4403","cy39772",11215,17850049,NA,"","","","","","","Y",NA,NA
"4404","ty40856",60660,18089596,6,"S","Y","O","S","D","4","F",56,2
"4405","mx97092",53126,10847760,8,"S","Y","O","M","G","1","Y",32,1
"4406","yx85078",60022,8037130,13,"M","N","O","A","G","1","M",60,3
"4407","ky40160",60642,17926472,7,"M","Y","O","M","F","1","F",46,2
"4408","ty34386",21043,15457736,NA,"S","Y","O","S","G","4","Y",38,2
"4409","iy44734",2143,18973936,NA,"","","","","","","Y",NA,NA
"4410","by32285",19103,15037960,NA,"","","","","","","Y",NA,NA
"4411","dy50535",11694,13631449,NA,"","","","","","","",NA,NA
"4412","uy50941",10312,20153949,7,"S","Y","O","","F","1","M",46,1
"4413","by50782",6807,20098960,12,"M","Y","O","M","H","2","M",70,2
"4414","ey33548",11372,15305672,NA,"","","","","","","Y",NA,NA
"4415","gx54578",60640,4382876,6,"S","","O","S","H","1","Y",44,2
"4416","sy38602",6878,17541360,8,"S","Y","O","S","","3","M",38,1
"4417","cx88648",11576,8595936,12,"S","Y","O","M","I","1","F",44,3
"4418","vx86677",20912,8258476,10,"S","","O","S","B","1","M",36,3
"4419","tx82962",7722,7779736,12,"S","N","O","M","H","1","F",50,NA
"4420","ey39443",20005,17743803,NA,"","","","","","","F",NA,NA
"4421","qx88564",60090,8584303,8,"M","Y","O","M","F","1","M",70,1
"4422","qy24504",60641,12941672,8,"S","Y","O","M","H","1","M",34,2
"4423","uy45926",2115,18390496,NA,"","","","","","","Y",NA,NA
"4424","sy19097",20854,11729062,12,"S","Y","O","M","H","1","F",46,3
"4425","dy27290",10463,13642398,NA,"","","","","","","",NA,NA
"4426","by34920",6512,15562260,11,"S","Y","O","A","F","1","M",46,2
"4427","ey36634",60124,15989636,NA,"","","","","","","",NA,NA
"4428","yy20569",2445,12186762,NA,"M","","","B","B","3","Y",NA,NA
"4429","gy43593",6457,18738660,12,"S","Y","O","M","C","1","Y",44,NA
"4430","by40321",20017,17969448,NA,"","","","","","","Y",NA,NA
"4431","dx91315",10705,8843298,6,"M","Y","","S","","1","Y",42,2
"4432","dy21149",2111,12354196,12,"S","Y","O","M","G","1","F",24,1
"4433","ky25831",6483,13238030,13,"S","N","O","M","E","1","Y",62,3
"4434","ny28735",7755,14126949,NA,"","","","","","","",NA,NA
"4435","ux71367",7078,6335848,13,"S","","O","M","C","2","F",48,2
"4436","ky35682",21043,15702762,NA,"M","","O","","","3","M",NA,NA
"4437","dy39470",20735,17771276,7,"S","","O","M","H","1","Y",50,1
"4438","ky49188",22201,19729003,NA,"","","","","","","",NA,NA
"4439","uy52270",11768,20478949,8,"S","Y","O","M","I","1","Y",40,2
"4440","zx92432",8527,9783562,NA,"","","","","","","",NA,NA
"4441","fy23765",10461,12810356,2,"S","Y","O","S","G","1","",34,3
"4442","cy35852",2445,15729196,NA,"","","","","","","",NA,NA
"4443","sy39677",11530,17591598,NA,"","","","","","","M",NA,NA
"4444","ny23312",7002,12730737,NA,"","","","","","","F",NA,NA
"4445","wy44016",6231,18796048,8,"S","N","O","M","G","1","M",72,1
"4446","ey31888",20012,14206896,6,"S","","","S","G","1","M",34,1
"4447","ey27850",20770,13861460,4,"M","N","","S","B","1","Y",72,2
"4448","sx88048",60614,8493503,13,"S","","O","S","I","4","Y",46,3
"4449","ex77814",7735,7102476,6,"S","Y","O","M","G","1","Y",36,1
"4450","ty37538",22201,17260136,NA,"M","","","","","3","Y",54,NA
"4451","ax50780",20878,3940149,7,"M","","R","S","","1","Y",60,NA
"4452","cy19928",10309,12103249,13,"S","Y","O","M","E","1","Y",42,1
"4453","ly40925",6473,18106072,NA,"","","","","","","",NA,NA
"4454","sx77245",2563,7006088,NA,"","","","","","","",NA,NA
"4455","ry39280",60188,17456049,12,"S","Y","O","S","E","2","F",42,3
"4456","hx82664",11932,6991230,NA,"","","","","","","",NA,NA
"4457","ox95454",60502,9862276,12,"S","","O","S","F","1","Y",54,NA
"4458","fy35649",19154,15650756,8,"S","N","O","M","B","1","M",54,1
"4459","hy27800",11738,13845648,NA,"","","","","","","",NA,NA
"4460","oy42738",20740,18540237,13,"S","N","O","M","F","2","Y",58,3
"4461","hy26465",11377,13415072,NA,"","","","","","","Y",NA,NA
"4462","by45951",60564,19180430,12,"S","Y","O","M","H","1","F",40,2
"4463","ry40925",1906,18106537,7,"S","N","O","","H","1","F",46,1
"4464","wy32954",6492,15178370,7,"S","","O","M","E","1","Y",26,1
"4465","qy24281",20852,12894062,NA,"","","","","","","",NA,NA
"4466","qx52436",60040,4129160,NA,"M","","","","","4","Y",46,2
"4467","ny45860",21144,19163496,9,"M","N","O","M","G","1","M",70,1
"4468","ry36875",10022,16052270,NA,"","","","","","","M",NA,NA
"4469","hz28167",2021,116160,6,"S","Y","O","M","E","1","F",30,NA
"4470","dy20121",60601,12147796,NA,"M","","","B","E","3","Y",62,NA
"4471","cy23069",11420,12691356,8,"S","Y","O","A","H","3","Y",50,2
"4472","wy38918",6478,6440437,8,"S","Y","O","S","B","2","M",36,2
"4473","oy44815",8527,18982903,4,"S","N","O","S","G","1","F",36,NA
"4474","oy46238",20815,19226348,NA,"","","","","","","Y",NA,NA
"4475","ry23895",10310,12812496,8,"S","Y","O","M","B","1","M",46,NA
"4476","yy45870",7726,19163088,11,"M","","R","S","","4","M",62,1
"4477","qy25741",60014,13222648,9,"S","N","O","M","F","1","M",56,1
"4478","xy47814",10601,19478972,NA,"","","","","","","Y",NA,NA
"4479","oy27467",2131,13712162,2,"S","","O","S","F","1","M",62,2
"4480","xy43056",1746,18621970,11,"S","Y","O","A","H","1","Y",42,3
"4481","ox30140",2445,2448460,NA,"S","","O","","","1","M",NA,NA
"4482","by32287",60605,15041837,12,"S","N","O","M","I","1","M",50,3
"4483","wx70300",22102,6211172,12,"S","Y","O","M","F","2","Y",54,3
"4484","uy41047",60611,17655398,NA,"","","","","","","Y",NA,NA
"4485","vy47130",53151,19193156,NA,"S","","","","","2","Y",NA,NA
"4486","ry44788",7450,18979462,NA,"","","","","","","",NA,NA
"4487","sy45151",22015,18992962,12,"S","Y","O","M","H","2","Y",34,2
"4488","cy46218",3038,17159876,12,"S","N","O","M","E","2","F",46,1
"4489","wy38520",2149,17519149,NA,"","","","","","","",NA,NA
"4490","ly43435",60091,18706162,NA,"","","","","","","F",NA,NA
"4491","ry49637",7753,19509630,NA,"S","Y","O","M","","3","Y",44,2
"4492","dx74043",6840,6636896,NA,"","","","","","","F",NA,NA
"4493","dx57977",20004,4769188,NA,"","","","","","","Y",NA,NA
"4494","fy26366",1702,13379103,5,"M","Y","R","S","","2","Y",32,2
"4495","ay26763",10469,13500760,8,"S","","","","H","4","",30,2
"4496","fy48723",2125,19629630,3,"M","N","R","M","C","2","",32,NA
"4497","iy48811",2169,19648056,11,"S","Y","O","M","E","3","F",36,2
"4498","cy49102",46203,19437103,5,"S","","","S","E","2","Y",30,NA
"4499","ax66115",11742,5743860,NA,"","","","","","","F",NA,NA
"4500","ay48931",8050,19665249,NA,"S","","O","","","2","M",NA,NA
"4501","sy18862",11741,11763649,11,"S","","","S","","3","Y",40,1
"4502","by44107",22206,18848637,NA,"","","","","","","Y",NA,NA
"4503","hx87672",20012,8433348,NA,"","","","","","","Y",NA,NA
"4504","dx64468",60084,5541696,7,"S","Y","O","M","G","1","F",34,1
"4505","cy24047",2127,12856176,NA,"","","","","","","Y",NA,NA
"4506","tx69317",8873,6085503,8,"S","N","O","S","H","2","M",64,3
"4507","ex72359",11801,6430136,NA,"","","","","","","",NA,NA
"4508","cy36304",6484,15895848,10,"S","N","O","M","H","1","Y",54,1
"4509","sy22333",6820,12577362,NA,"","","","","","","Y",NA,NA
"4510","fx90472",2673,8400196,NA,"S","Y","O","M","D","1","M",48,1
"4511","ex27012",20817,2205988,12,"S","N","O","S","F","1","M",40,3
"4512","oy23432",21703,12706160,4,"M","","O","S","B","1","Y",74,2
"4513","py33715",1880,15336298,NA,"","","","","","","Y",NA,NA
"4514","uy50026",6492,19850330,5,"S","N","O","M","H","1","M",64,2
"4515","ny32407",8638,7786272,8,"S","Y","O","M","F","1","F",46,2
"4516","wx86457",60090,8205162,11,"S","Y","O","M","E","3","M",46,1
"4517","wx38053",6067,2902956,NA,"M","","O","B","","1","M",60,2
"4518","yy30105",11520,14543637,6,"M","Y","O","S","","1","M",66,1
"4519","rx70090",1970,6180060,5,"S","N","O","S","I","1","Y",82,1
"4520","ey38561",7083,14775536,12,"S","N","O","M","G","1","M",64,3
"4521","ix57488",6811,4723549,NA,"","","","","","","F",NA,NA
"4522","zy36660",2116,15522503,12,"S","N","O","M","H","2","F",28,3
"4523","zy39163",11561,17400456,NA,"","","","","","","F",NA,NA
"4524","nx72869",12563,6291056,6,"S","N","O","M","E","1","Y",80,3
"4525","oy20372",11579,12183336,5,"S","N","O","M","B","2","F",94,NA
"4526","dy29913",20005,14461230,12,"S","Y","O","M","A","1","M",28,NA
"4527","ky48396",2135,19490630,NA,"M","","","","","1","Y",30,NA
"4528","by50292",60657,19470449,NA,"","","","","","","Y",NA,NA
"4529","ix52150",8857,4089637,12,"S","N","O","M","G","1","Y",50,2
"4530","mx80718",20016,7492862,11,"S","Y","O","M","J","1","Y",46,3
"4531","ux61858",6880,5215060,NA,"","","","","","","",NA,NA
"4532","py21296",2655,12392603,NA,"","","","","","","",NA,NA
"4533","fy33850",53719,15349956,5,"S","N","O","M","E","1","F",96,NA
"4534","wx32331",60077,2561272,8,"M","N","O","S","","4","M",82,1
"4535","ay22985",2445,12668172,12,"S","N","O","S","H","1","M",54,3
"4536","dy30632",7302,14651803,NA,"M","Y","","S","D","2","Y",NA,NA
"4537","gx77867",20785,6968262,3,"S","Y","O","","E","1","F",34,NA
"4538","gy29839",53217,14333998,NA,"","","","","","","",NA,NA
"4539","ky45541",2368,18996848,11,"S","Y","O","M","","2","Y",32,2
"4540","ty27911",53703,13879630,3,"M","N","R","S","F","2","Y",52,2
"4541","qy30833",2116,14542637,NA,"S","","O","B","","5","Y",36,2
"4542","yx85402",2814,8067798,NA,"","","","","","","",NA,NA
"4543","ux94128",53188,10236572,5,"S","Y","O","S","G","1","M",42,2
"4544","ix61277",8525,5039303,NA,"S","Y","O","M","H","1","M",34,1
"4545","vy28512",7748,14056270,12,"S","","O","M","","3","M",66,3
"4546","jy51045",22102,20172237,8,"M","","O","S","G","1","Y",36,3
"4547","oy32750",2903,15128970,4,"M","Y","O","S","B","3","Y",26,1
"4548","ny24462",2460,12931172,NA,"M","","","","","1","Y",34,2
"4549","ly38862",60134,17605948,11,"S","N","O","M","G","1","F",60,2
"4550","ex95012",11787,10448598,11,"S","","O","S","B","1","F",86,2
"4551","gy46273",11552,19179030,13,"S","N","O","M","E","1","Y",56,1
"4552","dx68319",20895,5982076,11,"S","N","O","M","G","2","F",48,NA
"4553","by30358",2141,14590362,NA,"","","","","","","Y",NA,NA
"4554","ly47619",7945,15439956,NA,"","","","","","","Y",NA,NA
"4555","yx43465",6478,3226388,12,"S","Y","O","M","G","1","F",52,2
"4556","fy33336",6013,15233070,NA,"","","","","","","F",NA,NA
"4557","wx73636",10463,6582103,8,"M","N","O","S","G","3","",74,3
"4558","gy49351",60025,19757856,6,"S","Y","O","M","F","1","Y",80,2
"4559","cy26127",2115,13316676,11,"S","Y","O","M","A","1","F",24,NA
"4560","ly23348",2445,12734236,NA,"","","","","","","",NA,NA
"4561","jy27406",2115,13684462,NA,"M","","","B","","3","Y",28,1
"4562","hy31167",60622,14779356,NA,"","","","","","","Y",NA,NA
"4563","nx69195",60047,6069148,12,"S","Y","O","M","F","1","F",36,2
"4564","hx63038",60193,5355496,13,"S","Y","O","M","H","1","Y",56,3
"4565","ry45239",7079,19065272,11,"S","Y","O","A","H","2","M",70,NA
"4566","gy52160",2451,15473630,NA,"S","Y","O","S","D","1","Y",42,2
"4567","fz36204",20012,457460,11,"S","Y","O","M","G","1","M",48,2
"4568","py44597",60304,18945962,6,"S","Y","O","S","C","2","F",26,1
"4569","uy22422",20111,12590096,3,"S","N","O","M","","2","M",30,2
"4570","vy43130",20712,18484588,8,"M","Y","","S","B","1","Y",62,NA
"4571","zx86827",60565,8147576,13,"S","","O","S","H","1","F",40,NA
"4572","ay24062",60070,12860888,NA,"S","Y","O","S","G","1","M",34,3
"4573","dy32847",11779,15155596,NA,"S","","","","G","1","Y",NA,NA
"4574","ox44233",2906,3291803,NA,"","","","","","","M",NA,NA
"4575","fx74644",2536,6649588,NA,"","","","","","","M",NA,NA
"4576","qx97712",2143,10990262,6,"S","Y","O","S","","3","Y",42,1
"4577","qy27098",6035,12854076,12,"S","N","O","M","G","4","Y",50,3
"4578","fy33401",1810,15277076,11,"S","Y","O","M","H","1","Y",38,2
"4579","ex20730",1940,2000849,NA,"","","","","","","M",NA,NA
"4580","wx85877",21075,7446296,13,"S","Y","O","M","H","1","M",62,3
"4581","hy17536",60614,11613830,NA,"M","","","","C","5","Y",22,NA
"4582","ny24867",22201,13010962,NA,"M","","","B","F","3","Y",26,1
"4583","vx55237",20009,4469862,7,"M","","O","S","B","1","F",48,3
"4584","py38131",6901,17418249,11,"S","","O","S","","1","Y",62,NA
"4585","vx82965",7017,7782296,5,"S","Y","O","M","F","1","M",40,1
"4586","hy30142",2351,14549449,4,"S","N","O","S","B","1","M",42,1
"4587","ex92692",2703,9946596,13,"S","N","O","M","H","1","F",56,2
"4588","qy48011",10021,19501930,8,"M","Y","R","M","F","1","Y",38,1
"4589","qy23348",60192,12741256,8,"S","Y","O","A","F","1","Y",30,NA
"4590","ay26746",2129,13497160,NA,"","","","","","","Y",NA,NA
"4591","sx77762",20748,7097672,NA,"","","","","","","",NA,NA
"4592","by23655",2364,12398072,NA,"","","","","","","Y",NA,NA
"4593","wy41542",10573,18219076,7,"M","","O","M","E","3","Y",36,2
"4594","dy28081",2882,9575003,NA,"","","","","","","",NA,NA
"4595","yy42842",11570,18536836,NA,"","","","","","","M",NA,NA
"4596","oy48206",7480,15838156,12,"S","Y","O","M","","3","F",38,2
"4597","qy33976",60004,15379388,NA,"","","","","","","M",NA,NA
"4598","fx91469",20037,9436203,NA,"","","","","","","Y",NA,NA
"4599","yy24210",2142,12884830,NA,"","","","","","","",NA,NA
"4600","ry42381",20009,18449203,NA,"","","","","","","Y",NA,NA
"4601","dy19377",2114,11969676,NA,"M","","","B","C","3","Y",NA,NA
"4602","by29131",1754,14244237,6,"S","N","O","","A","2","F",44,2
"4603","ex70559",2169,6102796,NA,"","","","","","","",NA,NA
"4604","oy40491",20020,18015488,NA,"M","Y","O","M","G","1","",60,1
"4605","yx50671",1966,3933262,6,"S","N","O","S","G","2","Y",52,2
"4606","vx56578",53012,4625098,5,"S","N","O","M","H","1","M",66,3
"4607","ux69968",10576,6147056,13,"S","Y","O","A","I","1","F",42,2
"4608","ex93596",20747,10205172,NA,"M","Y","","","","2","Y",28,NA
"4609","kx86610",60091,8260996,13,"S","N","O","M","H","1","Y",70,2
"4610","by29085",2474,14231596,NA,"","","","","","","",NA,NA
"4611","ay39051",20878,17431776,11,"S","","O","S","H","1","Y",NA,NA
"4612","iy23511",10065,12667203,NA,"","","","","","","M",NA,NA
"4613","ty39611",10025,17803272,NA,"","","","","","","M",NA,NA
"4614","zy37391",10018,16078030,NA,"","","","","","","Y",NA,NA
"4615","fy45363",10305,17191436,7,"S","N","O","S","E","1","F",60,2
"4616","wx90188",2150,8794949,NA,"M","","O","","E","3","F",32,NA
"4617","yy32335",7731,15053760,10,"S","Y","O","M","","1","F",38,NA
"4618","sy23152",60613,12707930,4,"M","","","S","D","3","F",24,1
"4619","ry34020",60453,14966788,8,"S","Y","O","S","H","1","F",26,4
"4620","sy39712",6810,17835996,7,"S","Y","R","S","A","2","Y",32,NA
"4621","cy29277",7090,14311260,13,"S","Y","O","S","H","1","F",36,3
"4622","ay40665",2301,18050496,5,"S","N","O","S","B","3","M",50,1
"4623","uy37207",11768,11645662,NA,"","","","","","","",NA,NA
"4624","nx71067",2748,6267670,11,"S","N","O","M","B","2","M",68,NA
"4625","dy38023",10567,17393896,9,"S","","O","M","E","2","Y",50,1
"4626","ay43247",2163,18668303,NA,"M","","","","","1","Y",NA,NA
"4627","ey26366",60605,13379162,11,"M","N","O","S","H","1","F",40,3
"4628","wy27260",2025,5532548,11,"S","N","O","S","H","1","F",40,2
"4629","oy24017",11374,12851856,NA,"","","","","","","Y",NA,NA
"4630","fy36870",53182,15987688,7,"S","Y","O","M","F","1","F",46,1
"4631","iy23835",2474,12823896,7,"S","N","R","S","E","1","F",38,3
"4632","oy27212",60173,13626262,NA,"M","","","B","F","4","Y",32,2
"4633","bx51716",60513,4045698,11,"M","","","B","D","3","F",24,NA
"4634","2310",60043,1230,13,"S","Y","O","M","G","3","M",44,2
"4635","by29397",60613,14344837,NA,"","","","","","","Y",NA,NA
"4636","gx50151",11566,3877776,NA,"","","","","","","",NA,NA
"4637","yy44585",19438,18401688,10,"S","N","O","M","F","2","Y",64,NA
"4638","ex96142",2446,10670456,10,"M","N","O","S","","3","Y",60,2
"4639","ty22937",11795,12666249,10,"S","Y","O","M","","1","M",62,1
"4640","iy26515",7834,9205176,11,"S","Y","O","M","F","2","Y",52,1
"4641","zy43702",2129,18760860,9,"S","","","B","B","3","Y",NA,NA
"4642","py37942",60626,17373798,NA,"","","","","","","Y",NA,NA
"4643","sz35999",22046,450698,NA,"S","","","","","1","Y",62,3
"4644","yy49410",21234,19767248,6,"S","N","O","M","H","1","M",34,1
"4645","ax60490",60015,5047876,NA,"S","","O","A","F","1","F",38,3
"4646","mx94058",20904,10283248,6,"M","Y","O","M","","1","M",84,NA
"4647","by30495",2067,14612172,NA,"","","","","","","",NA,NA
"4648","vy42391",2445,17300036,NA,"","","","","","","",NA,NA
"4649","gy27392",11542,13688056,8,"S","Y","O","S","","1","F",44,2
"4650","by43281",60626,18668176,NA,"M","","O","S","","1","Y",76,3
"4651","zy43127",2215,18634896,12,"S","Y","O","M","E","3","F",26,NA
"4652","xx52045",60614,4079403,12,"M","","O","S","G","4","Y",58,3
"4653","wy31166",20906,14778070,8,"S","N","O","M","E","1","M",54,1
"4654","hy25465",11772,13111648,3,"S","Y","O","M","C","1","Y",42,2
"4655","jy30665",7405,14624072,NA,"S","","","","","3","F",34,1
"4656","gy30638",2703,7490248,NA,"","","","","","","M",NA,NA
"4657","fy38785",10463,17567556,6,"M","N","O","M","","1","",80,3
"4658","wy48756",6901,19632830,NA,"","","","","","","Y",NA,NA
"4659","ax75658",1886,6803956,NA,"","","","","","","F",NA,NA
"4660","ix90734",11710,8859956,12,"S","Y","O","M","H","1","F",30,2
"4661","ty31521",2139,14865472,NA,"S","","","","F","4","Y",32,1
"4662","jy44781",2739,18976762,NA,"","","","","","","M",NA,NA
"4663","oy37491",7081,17255560,12,"S","Y","O","","H","2","Y",42,2
"4664","qy35807",19067,15741870,5,"S","N","O","M","D","1","M",58,1
"4665","xx71007",11702,5101056,12,"S","Y","O","M","F","1","Y",44,2
"4666","ax92914",60615,10055003,NA,"","","","","","","",NA,NA
"4667","cx04762",11762,1173176,11,"S","Y","O","M","F","1","F",40,1
"4668","qy49083",6409,19701003,7,"M","Y","O","M","","2","F",42,2
"4669","bx86367",60616,6977949,8,"M","Y","O","S","D","1","Y",44,2
"4670","by48666",2138,19618398,NA,"","","","","","","Y",NA,NA
"4671","iy47759",1002,19469598,NA,"","","","","","","M",NA,NA
"4672","yy44217",60610,18174956,NA,"S","","","B","H","1","Y",42,2
"4673","uy22537",60013,12608036,9,"S","Y","O","M","E","2","F",42,3
"4674","sy42406",20742,18242998,11,"S","Y","O","M","A","1","M",18,NA
"4675","py29111",21144,14240537,NA,"","","","","","","",NA,NA
"4676","fx94158",11740,10319056,4,"S","N","O","S","G","1","F",48,2
"4677","cy37723",21035,17328456,10,"S","N","O","M","G","1","Y",58,2
"4678","oy33567",60201,15303598,NA,"","","","","","","Y",NA,NA
"4679","jy27913",2124,13893970,NA,"S","Y","","S","","4","F",34,1
"4680","rx53607",7762,3191770,11,"S","Y","O","A","G","1","M",40,1
"4681","ux84576",6480,7979988,NA,"","","","","","","Y",NA,NA
"4682","my22374",60435,12585696,9,"S","Y","O","S","E","1","Y",40,1
"4683","ty30816",60614,14662530,NA,"S","","","B","","3","Y",38,3
"4684","ky37735",2635,17323236,NA,"S","","O","","","2","F",32,2
"4685","jy40558",2116,18030198,12,"S","N","O","M","E","1","M",30,3
"4686","uy38865",20794,16007498,NA,"M","Y","O","M","H","4","Y",52,1
"4687","qy50092",22204,17305698,4,"M","Y","O","S","","1","Y",62,1
"4688","qy25169",7030,13066576,13,"M","","O","B","","3","Y",34,3
"4689","iy43223",60056,18655070,NA,"","","","","","","",NA,NA
"4690","cy40322",10604,17970276,7,"S","Y","O","M","","1","F",36,2
"4691","wy44603",2140,18948548,NA,"","","","","","","F",NA,NA
"4692","jx61278",21136,5039276,11,"S","","","M","H","2","Y",62,NA
"4693","kx04895",6880,1181698,13,"S","","","B","","3","Y",NA,NA
"4694","gx54009",1505,3969596,NA,"","","","","","","Y",NA,NA
"4695","gy45563",2888,19116872,7,"S","Y","O","S","","2","F",34,NA
"4696","vy37365",10463,17211460,3,"M","Y","","S","","2","",24,1
"4697","uy50252",6830,18608530,6,"S","N","O","M","","3","F",50,1
"4698","xy35495",11201,15662698,NA,"","","","","","","",NA,NA
"4699","ax10340",2445,1484872,NA,"","","","","","","",NA,NA
"4700","ey16066",1832,11215730,7,"S","","O","","","2","F",34,2
"4701","ax82192",2767,7660170,3,"S","N","O","A","","1","M",84,2
"4702","cy31377",60091,14827788,11,"S","Y","O","M","H","2","Y",34,3
"4703","ty33342",1550,15268162,NA,"","","","","","","Y",NA,NA
"4704","uy39350",1970,17734948,NA,"","","","","","","M",NA,NA
"4705","cy29886",6514,14479203,NA,"","","","","","","",NA,NA
"4706","dx77120",11963,7018288,NA,"","","","","","","M",NA,NA
"4707","by42321",2540,18431248,11,"S","Y","O","M","F","1","Y",52,2
"4708","ey43038",10010,15692503,NA,"","","","","","","Y",NA,NA
"4709","ey45024",11411,7008898,NA,"","","","","","","",NA,NA
"4710","by33406",11361,15277256,NA,"","","","","","","Y",NA,NA
"4711","wy50628",2170,20060262,11,"S","Y","","A","E","1","M",36,1
